url,label,source,observed_at,tranco_rank
https://github.com/,0,tranco,2026-01-03T00:00:00+00:00,58
https://openai.com/,0,tranco,2026-01-04T00:00:00+00:00,182
https://workspace.google.com/,0,tranco,2026-01-05T00:00:00+00:00,6
https://www.apple.com/,0,tranco,2026-01-06T00:00:00+00:00,12
https://www.microsoft.com/en-us/,0,tranco,2026-01-07T00:00:00+00:00,25
https://aws.amazon.com/console/,0,tranco,2026-01-09T00:00:00+00:00,9
https://www.cloudflare.com/,0,tranco,2026-01-10T00:00:00+00:00,71
https://www.wikipedia.org/,0,tranco,2026-01-13T00:00:00+00:00,17
https://www.bbc.com/news,0,tranco,2026-01-15T00:00:00+00:00,96
https://www.nytimes.com/,0,tranco,2026-01-17T00:00:00+00:00,110
https://www.netflix.com/login,0,tranco,2026-01-19T00:00:00+00:00,29
https://www.paypal.com/signin,0,tranco,2026-01-21T00:00:00+00:00,42
https://www.dropbox.com/login,0,tranco,2026-01-23T00:00:00+00:00,140
https://www.linkedin.com/feed/,0,tranco,2026-01-26T00:00:00+00:00,21
https://www.stripe.com/,0,tranco,2026-01-29T00:00:00+00:00,310
https://www.adobe.com/,0,tranco,2026-02-01T00:00:00+00:00,73
https://www.reuters.com/,0,tranco,2026-02-04T00:00:00+00:00,133
https://developer.mozilla.org/en-US/,0,tranco,2026-02-08T00:00:00+00:00,404
https://support.google.com/accounts/,0,tranco,2026-02-11T00:00:00+00:00,6
https://docs.github.com/,0,tranco,2026-02-14T00:00:00+00:00,58
https://www.uber.com/,0,tranco,2026-02-18T00:00:00+00:00,155
https://www.airbnb.com/,0,tranco,2026-02-21T00:00:00+00:00,188
https://www.salesforce.com/,0,tranco,2026-02-25T00:00:00+00:00,205
https://www.zoom.us/,0,tranco,2026-02-28T00:00:00+00:00,111
https://www.shopify.com/,0,tranco,2026-03-03T00:00:00+00:00,95
https://www.canva.com/,0,tranco,2026-03-06T00:00:00+00:00,127
https://www.notion.so/,0,tranco,2026-03-10T00:00:00+00:00,320
https://www.figma.com/login,0,tranco,2026-03-14T00:00:00+00:00,190
https://www.atlassian.com/software/jira,0,tranco,2026-03-18T00:00:00+00:00,240
https://www.slack.com/,0,tranco,2026-03-21T00:00:00+00:00,170
https://paypa1-account-security-check.xyz/verify/login?session=1842,1,phishing_database,2026-01-08T03:18:00+00:00,
https://microsoft-verify-live.site/update/office365,1,phishing_database,2026-01-11T09:30:00+00:00,
https://secure-dropbox-docs-login.top/review?redirect=https://dropbox.com,1,phishing_database,2026-01-14T14:40:00+00:00,
https://xn--pple-43d-id-check.com/login,1,phishing_database,2026-01-18T12:25:00+00:00,
http://185.193.88.17/secure/bank/verify,1,phishtank,2026-01-22T18:50:00+00:00,
https://signin-account-recovery.live/secure/update,1,phishing_database,2026-01-27T07:12:00+00:00,
https://tinyurl.com/apple-wallet-verify,1,phishtank,2026-01-31T22:10:00+00:00,
https://docs-openai-billing-alert.online/login?next=https://platform.openai.com,1,phishing_database,2026-02-03T08:40:00+00:00,
https://account-confirmation-paypal.club/verify,1,phishing_database,2026-02-06T06:18:00+00:00,
https://icloud-login-authentication.xyz/account/update,1,phishtank,2026-02-09T16:02:00+00:00,
https://teams-microsoft-auth.live/login/secure,1,phishing_database,2026-02-12T04:22:00+00:00,
https://secure.netflix-billing-check.site/verify-payment,1,phishtank,2026-02-15T10:45:00+00:00,
https://amazon-id-center.top/account/verify?return=https://amazon.com,1,phishing_database,2026-02-19T11:28:00+00:00,
https://login.microsoft.account-protect.info/office/update,1,phishing_database,2026-02-22T09:57:00+00:00,
https://security.linkedin-helpdesk.site/login?continue=https://linkedin.com/feed/,1,phishtank,2026-02-26T17:09:00+00:00,
https://sharepoint-session-review.live/document/login,1,phishing_database,2026-03-01T05:37:00+00:00,
https://verify-wallet-ledger-support.xyz/recover,1,phishtank,2026-03-04T19:44:00+00:00,
https://secure-zoom-meeting-update.top/login?redirect=zoom.us,1,phishing_database,2026-03-08T13:53:00+00:00,
https://account.notion-doc-share.site/verify/login,1,phishing_database,2026-03-12T15:20:00+00:00,
https://bit.ly/3x-secure-mfa-review,1,phishtank,2026-03-15T06:47:00+00:00,
https://jira-atlassian-authenticate.live/secure/session,1,phishing_database,2026-03-17T21:31:00+00:00,
https://slack-files-alert-login.online/update,1,phishtank,2026-03-19T07:55:00+00:00,
https://secure.figma-review-docs.top/login,1,phishing_database,2026-03-20T11:18:00+00:00,
https://canva-share-doc-access.xyz/verify,1,phishtank,2026-03-21T16:02:00+00:00,
